assists,baronKills,bountyLevel,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,perks,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
10,0,5,Kaisa,9,5189,27270,5189,23914,5,4,4,1,False,False,False,False,False,True,21209,19160,MIDDLE,0,0,0,3089,3157,3124,3020,3087,3115,3364,39,3,20,MIDDLE,270,10,4,1027,203497,45826,11888,13,0,0,0,0,1,1,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8021, 'var1': 6007, 'var2': 4853, 'var3': 0}, {'perk': 8009, 'var1': 5308, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 19, 'var2': 40, 'var3': 0}, {'perk': 8017, 'var1': 5367, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 11, 'var2': 1, 'var3': 5}, {'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}], 'style': 8300}]}",115069,22324,17395,3788,4Yvr6S02SJLYedZ65-WZB_Q4TPxb1Lg018FP70YUwVZD6RTZNRxQGxmoWl68dNCOw2bWnQPTuiDNAA,1,,,SOLO,0,115,92,138,12,6,12,5,4,O-gWNC9SCUo4Arw1VT8sxmft6nl17slwKIFv_oFyoszC4ZO_PBKh7wAnxQ,146,nalamango,False,100,MIDDLE,4,2139,321278,69088,0,31137,12184,0,301,65,212,1,2,2711,938,1854,4,5,3,0,29,5,6,9,True
22,2,4,Gragas,6,2077,48714,2077,37102,5,4,1,2,True,False,False,False,False,True,16087,14450,JUNGLE,0,0,0,3135,3157,1082,4645,4636,3020,3364,23,3,9,JUNGLE,0,4,2,925,223267,44230,16677,158,0,0,0,1,0,2,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8128, 'var1': 2652, 'var2': 29, 'var3': 0}, {'perk': 8143, 'var1': 1467, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 30, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8304, 'var1': 9, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",25646,2378,27406,4379,wc25n7LvVF6rWVd1mukYxpFyRr1S0EYFOyv4xz7_ra1gyVPESzqRIFVZsy3hCxhZazkPOhPFwNe_HQ,0,,,NONE,0,357,197,125,16,6,4,25,11,GRKU-GtqdYKIiujrFdk_UBpuZ2K728TpkFhx0duzl2dCFFw,467,T0mio,False,100,JUNGLE,63,2139,299061,49260,0,45528,25838,0,48,561,190,1,0,50147,2651,1443,0,3,3,0,37,4,6,9,True
18,0,0,DrMundo,3,2713,7204,2713,71946,6,2,0,0,False,False,False,False,False,True,12413,12500,TOP,1,1,0,8001,1028,3075,3111,1057,6665,3363,31,1,2,TOP,4,2,1,629,52743,19349,24069,0,0,0,0,0,0,3,0,"{'statPerks': {'defense': 5001, 'flex': 5003, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 1318, 'var2': 1122, 'var3': 0}, {'perk': 8446, 'var1': 1515, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 3314, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 264, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 9105, 'var1': 20, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 1094, 'var2': 0, 'var3': 0}], 'style': 8000}]}",76652,7303,32681,5314,MbmZTA9qkf24XO98LYMya9MHOhTtYbp5pTtVrR8Lj1alC37TWLd3W6io7rlE6sogPZ5YbKkMvlqvJw,0,,,SOLO,0,217,64,92,14,4,12,4,4,vvu-C5Pwv9fAegEAl2rZkiTsaHayx-qX5pkK79O85obtUspdOPKBc_qo0A,412,Inoriboob,False,100,TOP,18,2139,129707,26899,0,59607,23673,0,178,287,255,1,0,312,246,2856,1,1,3,0,25,2,7,8,True
14,0,1,Yasuo,2,3654,15678,3654,33652,12,0,2,0,False,True,False,False,False,True,15490,14700,BOTTOM,0,1,0,6672,3031,3072,3006,1031,2421,3363,22,2,10,BOTTOM,724,2,2,334,13603,1997,10255,26,0,0,0,0,0,4,0,"{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 105, 'var2': 9, 'var3': 0}, {'perk': 9111, 'var1': 1686, 'var2': 480, 'var3': 0}, {'perk': 9104, 'var1': 13, 'var2': 50, 'var3': 0}, {'perk': 8299, 'var1': 814, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8429, 'var1': 66, 'var2': 12, 'var3': 10}, {'perk': 8451, 'var1': 226, 'var2': 0, 'var3': 0}], 'style': 8400}]}",209484,30931,23433,20,z4iheCBmvpTyqQOm1woFnyNBc6k67D4Oz3MNOSDX93KzG8Rc39fgt1EQ5I-xO7DkDiuK0jtV7myTBQ,0,,,CARRY,0,279,22,154,7,6,3,6,4,XjtUXpvMN2dwNUt0UOHWSg8-P9S1VxGR2_OdGZ1hjQVboBNW6otlhBc21A,63,IIIIllllIIIlllll,False,100,BOTTOM,47,2139,238217,33022,0,35756,9605,0,193,178,392,1,0,15129,93,2066,1,2,3,0,13,0,2,9,True
31,0,0,Braum,20,817,1191,817,41760,5,12,0,0,True,False,False,False,False,True,10241,8900,UTILITY,0,0,0,3857,3109,3023,1029,3047,3001,3364,42,0,1,BOTTOM,0,0,1,1158,11508,7434,13807,0,0,0,0,0,0,5,0,"{'statPerks': {'defense': 5002, 'flex': 5002, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8465, 'var1': 2652, 'var2': 0, 'var3': 0}, {'perk': 8446, 'var1': 632, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 2204, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 147, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",5442,1834,20726,5799,wzFBDU0IX_L05hIkSGYg31faaSR3Y2_bxI5C8GBAUCE2B1ehcRX-Ai7FG686MkOwsFUJWsxwhIllxw,0,,,SUPPORT,0,104,41,55,13,6,4,10,14,-HrabMleU29iDVhPxROsrWjXVoOL-hRbfoYnnw45qIdnTuZxY-7NFthO6A,60,GT100,False,100,UTILITY,64,2139,24291,11076,1307,36907,7516,0,41,262,199,1,0,7339,1807,2374,0,2,3,0,120,14,11,56,True
8,0,0,Teemo,2,1279,6218,1279,16416,6,2,1,0,False,False,False,False,False,True,14563,14400,TOP,0,0,1,1058,4633,3006,3115,6672,1058,3363,19,1,8,TOP,294,6,3,830,139616,34974,22604,8,0,0,0,0,0,6,0,"{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 3277, 'var2': 1618, 'var3': 1659}, {'perk': 9111, 'var1': 1322, 'var2': 320, 'var3': 0}, {'perk': 9104, 'var1': 22, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 1890, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8234, 'var1': 16513, 'var2': 0, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 485, 'var3': 0}], 'style': 8200}]}",52651,8989,11005,23,qsMmvDm9qwA4eZaJ7SAjeB7-KuAh12qZdYrRb9BCaejecusVksHSNz6A_Eax7byVsAVgYvLSBY0ZHQ,0,,,DUO,0,42,48,0,86,3,4,6,14,nqYZj3auhfEsw-XtZJdIlLU7HixqUYfyGGU5WCpAoeY_dCo,729,Yung Fappy,False,200,TOP,54,2139,198922,48681,0,34009,8656,0,248,665,244,1,1,6654,4717,399,0,0,8,0,53,2,7,13,False
14,0,0,Nocturne,14,0,33035,0,55068,8,8,1,2,False,False,False,False,False,True,15628,15200,JUNGLE,0,0,1,3026,6631,2055,3071,3158,3156,3364,35,3,11,JUNGLE,0,3,2,866,4319,1309,24520,220,0,0,0,0,0,7,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8008, 'var1': 58, 'var2': 7, 'var3': 0}, {'perk': 9111, 'var1': 2460, 'var2': 500, 'var3': 0}, {'perk': 9105, 'var1': 11, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 679, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8138, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8106, 'var1': 5, 'var2': 0, 'var3': 0}], 'style': 8100}]}",263996,26433,28502,7,mUpGcAnfAN4t1eBQM5jzW81GFsfLRvgoe_otzrGG6RyhQkJmR1Uk6chyU3u4RW2ka-sS0IbiXDB5JQ,0,,,NONE,0,185,32,57,28,20,11,7,3,PdfVpbbXG6HB2I3BMuTablNoLIriLZu3eT3Dh1pLNmcd4k0,221,Sheiden,False,200,JUNGLE,243,2139,318518,30160,0,54287,20923,0,23,1157,290,1,0,50205,2418,1263,0,0,8,0,31,12,4,10,False
13,0,0,Sion,9,4107,11039,4107,152006,9,4,0,0,False,False,False,True,False,True,14057,14225,MIDDLE,0,0,1,6665,3111,0,3193,8020,3068,3340,28,1,6,TOP,0,3,1,353,78580,18141,40968,1,0,0,0,0,0,8,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8437, 'var1': 2415, 'var2': 1576, 'var3': 0}, {'perk': 8446, 'var1': 2699, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 3154, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 309, 'var2': 0, 'var3': 0}], 'style': 8400}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}]}",100474,17214,28634,532,Gn_vrzs4ToCUO3dY50KJddgpaPM998ttKUdjNkZj-967hNR-3rqDHtIlPWxcuPyzkaRIaF6kP1xJpQ,0,,,DUO,0,104,123,58,13,6,4,5,12,GtZcj4e3VxE_ca6JCWVnZDrYHDkrYH-8-KzvayphKAlWX30,707,Allorim,False,200,MIDDLE,72,2139,186418,36459,0,72268,11282,0,230,793,305,1,0,7363,1102,2664,2,2,8,0,35,5,5,14,False
12,0,0,Ezreal,5,2036,8007,2036,13700,9,4,0,0,False,False,False,False,False,True,15338,15033,BOTTOM,0,0,1,3074,2420,3158,3078,6694,3042,3363,27,2,8,BOTTOM,0,4,1,772,17616,11097,17333,9,0,0,0,0,0,9,0,"{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5005}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8005, 'var1': 2787, 'var2': 1535, 'var3': 1251}, {'perk': 8009, 'var1': 5917, 'var2': 0, 'var3': 0}, {'perk': 9103, 'var1': 20, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 766, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8345, 'var1': 3, 'var2': 0, 'var3': 0}, {'perk': 8304, 'var1': 9, 'var2': 4, 'var3': 5}], 'style': 8300}]}",174410,36844,14468,23,XbDwZ1NliPV3bVN4fwyQMY529ZElrDBb2sAUVuWKcwbmrmI7y86lVDHiEAIBnAmPsoMAbQHpINj7eQ,0,,,CARRY,0,354,94,43,20,8,7,5,4,fcTPVrL_mbI4vFUzRAHTJsRG40VGQr_gxTMIQKTzQ8FH5Yb3,348,sup line,False,200,BOTTOM,18,2139,194931,49611,0,32522,8741,1226,224,216,285,4,0,2903,1670,720,1,2,8,0,36,4,3,14,False
18,0,0,Nautilus,13,38,1224,38,41380,10,10,0,0,False,False,False,False,False,True,7852,7300,UTILITY,0,0,1,3001,3109,3860,3047,1028,0,3364,30,0,0,BOTTOM,0,0,0,319,14518,8007,16816,0,0,0,0,0,0,10,0,"{'statPerks': {'defense': 5001, 'flex': 5002, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8351, 'var1': 123, 'var2': 2207, 'var3': 0}, {'perk': 8306, 'var1': 11, 'var2': 0, 'var3': 0}, {'perk': 8316, 'var1': 606, 'var2': 0, 'var3': 0}, {'perk': 8347, 'var1': 0, 'var2': 0, 'var3': 0}], 'style': 8300}, {'description': 'subStyle', 'selections': [{'perk': 8463, 'var1': 4410, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 201, 'var2': 0, 'var3': 0}], 'style': 8400}]}",11039,3718,13405,4861,2xXcnjVhKWXoKf4JIZE5xnTammy50nKulf6aRYFLDyUParwWpLqrVZQh12Eagvw0BgS-UqC4FIFyTQ,0,,,SUPPORT,0,84,59,46,12,8,14,17,4,_I1LFH_Xxp3ntK4pI9gK7WaDQLeu6CkK5Coj0-r0lxklBMA,317,10April,False,200,UTILITY,95,2139,35520,13161,0,31792,4774,2476,36,481,242,5,0,9962,1435,1570,0,0,8,0,88,10,7,38,False
